image_path,image_quality,LASIS,RASIS,LDTSI,RDTSI,LPOD,RPOD,LBD,RBD,LPT,RPT,LOB,ROB,LIT,RIT,SMPS,LAC,LLSIAS,LMDIAS,RAC,RLSIAS,RMDIAS,LSGT,LLGT,LLT,LFHC,LLFH,LPF,LDF,RSGT,RLGT,RLT,RFHC,RLFH,RPF,RDF
/home/ajj/Documents/ODI/Data/Landmarking/AP/preop/set_001_0099.tif,0,,"[193.7, 20.7]",,"[320.9, 149.8]",,"[304.7, 131.1]",,,,"[311.8, 204.7]",,"[336.4, 227.9, 'FF', 18, 1, 2, 1, 0]",,"[331.2, 303.5]","[401.6, 185.9]",,,,"[258.3, 184.7]","[229.2, 152.4]","[282.4, 226.7]",,,,,,,,"[171.7, 196.3]","[144.6, 254.4]","[247.9, 279.6]","[253.1, 184.0]","[225.3, 167.2]","[202.1, 302.8]","[226.6, 498.4]"
/home/ajj/Documents/ODI/Data/Landmarking/AP/preop/set_001_0098.tif,0,"[454.5, 74.2]","[49.7, 80.1]","[313.1, 180.1]","[193.7, 169.2]","[344.1, 182.1]","[163.3, 185.3]",,,"[339.6, 255.7]","[175.0, 264.7]","[320.2, 284.7, 'FF', 18, 1, 2, 1, 0]","[200.8, 288.6, 'FF', 18, 1, 2, 1, 0]","[318.3, 350.6]","[196.9, 357.7]","[257.6, 250.5]","[388.0, 236.3]","[410.6, 195.6]","[376.4, 271.8]","[120.1, 240.2]","[96.2, 208.5]","[139.5, 279.6]","[459.1, 227.3]","[495.9, 298.3]","[397.1, 328.6]","[391.3, 236.3]","[415.8, 212.4]","[444.2, 349.9]","[430.6, 494.6]","[40.7, 255.7]","[15.5, 310.6]","[114.9, 336.4]","[116.2, 239.5]","[87.8, 222.7]","[65.9, 353.2]","[85.2, 492.0]"
/home/ajj/Documents/ODI/Data/Landmarking/AP/preop/set_001_0097_20251117_14.tif,0,,"[225.3, 92.3]",,"[345.4, 146.6]",,"[321.5, 169.2]",,,,"[337.7, 240.8]",,"[362.2, 260.8, 'FF', 18, 1, 2, 1, 0]",,,"[424.8, 242.1]",,,,"[286.7, 220.2]","[267.9, 191.1]","[302.2, 249.9]",,,,,,,,"[226.6, 226.0]","[211.8, 270.5]","[284.7, 295.1]","[286.0, 222.1]","[261.5, 205.3]","[250.5, 308.0]","[267.3, 492.6]"
/home/ajj/Documents/ODI/Data/Landmarking/AP/preop/set_001_0095_20251117_14.tif,0,"[428.1, 134.9]","[62.0, 145.3]","[308.6, 195.6]","[180.1, 192.4]","[344.8, 213.1]","[156.2, 215.6]",,,"[331.9, 284.1]","[175.0, 286.0]","[313.8, 301.5, 'FF', 18, 1, 2, 1, 0]","[192.4, 303.5, 'FF', 18, 1, 2, 1, 0]","[326.1, 340.3]","[180.1, 345.4]","[255.0, 288.0]","[382.2, 260.8]","[395.8, 230.5]","[361.6, 286.0]","[117.5, 268.6]","[103.9, 235.7]","[136.2, 290.5]","[437.1, 269.2]","[450.0, 314.4]","[385.5, 340.9]","[382.2, 264.1]","[403.5, 246.6]","[413.2, 344.1]","[397.7, 497.8]","[60.7, 273.1]","[49.7, 313.1]","[120.7, 342.8]","[117.5, 266.7]","[91.7, 253.1]","[89.7, 345.4]","[103.9, 493.9]"
/home/ajj/Documents/ODI/Data/Landmarking/AP/preop/set_001_0093_20251117_14.tif,0,"[313.1, 105.9]",,"[181.4, 196.9]",,"[198.9, 207.9]",,,,"[182.1, 290.5]",,"[158.8, 313.1, 'FF', 18, 1, 2, 1, 0]",,"[176.9, 379.6]",,"[83.3, 288.0]","[228.6, 277.0]","[254.4, 246.6]","[219.5, 306.7]",,,,"[293.8, 263.4]","[322.2, 310.6]","[247.3, 357.7]","[226.0, 275.0]","[246.0, 253.1]","[278.9, 353.2]","[275.7, 492.6]",,,,,,,
/home/ajj/Documents/ODI/Data/Landmarking/AP/preop/set_001_0090_20251117_14.tif,0,,,,"[317.7, 91.0]",,"[297.0, 102.7]",,,,"[307.9, 179.0]","[455.2, 211.1, 'FF', 18, 1, 2, 1, 0]","[338.3, 206.6, 'FF', 18, 1, 2, 1, 0]","[464.4, 278.3]","[323.5, 280.2]","[410.0, 169.8]",,,,"[274.6, 130.7]","[244.7, 113.0]","[303.4, 163.9]",,,,,,,,"[182.7, 140.1]","[158.8, 192.4]","[249.2, 242.8]","[274.6, 131.4]","[237.0, 128.8]","[210.5, 254.4]","[227.3, 491.3]"
/home/ajj/Documents/ODI/Data/Landmarking/AP/preop/set_001_0089_20251117_14.tif,0,,,"[340.3, 120.7]","[194.3, 122.0]","[361.6, 108.5]","[167.9, 116.2]",,,"[347.0, 178.7]","[178.3, 177.6]","[320.9, 209.8, 'FF', 18, 1, 2, 1, 0]","[201.4, 210.5, 'FF', 18, 1, 2, 1, 0]","[333.2, 278.3]","[190.5, 279.6]","[257.0, 173.7]","[395.8, 169.8]","[421.0, 134.3]","[380.3, 202.7]","[136.2, 141.4]","[105.2, 129.9]","[158.4, 175.3]","[477.1, 183.4]","[495.2, 229.9]","[404.2, 273.1]","[399.0, 171.1]","[424.8, 152.4]","[448.1, 279.6]","[428.1, 490.0]","[50.4, 147.9]","[27.1, 192.4]","[113.6, 240.2]","[139.2, 137.0]","[101.1, 131.8]","[69.1, 251.8]","[72.3, 493.3]"
/home/ajj/Documents/ODI/Data/Landmarking/AP/preop/set_001_0088.tif,0,,,"[159.5, 74.2]",,"[208.5, 114.9]",,,,"[201.4, 200.2]",,"[177.6, 231.1, 'FF', 18, 1, 2, 1, 0]",,"[182.7, 278.9]",,"[116.9, 224.7]","[257.6, 166.6]","[266.2, 127.0]","[236.3, 202.7]",,,,"[329.9, 167.9]","[351.1, 208.6]","[268.6, 262.1]","[258.3, 167.2]","[282.1, 148.5]","[310.6, 278.9]","[317.0, 490.7]",,,,,,,
/home/ajj/Documents/ODI/Data/Landmarking/AP/preop/set_001_0087_20251117_14.tif,0,,"[219.5, 42.0]",,"[346.7, 91.0]",,"[324.8, 122.0]",,,"[324.8, 121.4]","[340.3, 200.8]",,"[352.5, 219.5, 'FF', 18, 1, 2, 1, 0]",,"[340.3, 267.3]","[421.0, 194.3]",,,,"[285.4, 176.3]","[275.7, 141.4]","[294.4, 206.0]",,,,,,,,"[211.1, 180.8]","[195.6, 221.5]","[266.7, 263.4]","[286.0, 175.6]","[264.1, 154.3]","[229.2, 266.0]","[235.7, 490.7]"
/home/ajj/Documents/ODI/Data/Landmarking/AP/preop/set_001_0087.tif,0,"[430.0, 93.0]","[60.0, 107.2]","[295.7, 141.4]","[173.0, 147.9]","[336.4, 168.5]","[148.5, 174.3]",,,"[328.6, 247.9]","[173.7, 257.6]","[307.3, 272.5, 'FF', 18, 1, 2, 1, 0]","[193.7, 271.8, 'FF', 18, 1, 2, 1, 0]","[307.3, 308.6]","[182.7, 317.0]","[259.6, 262.1]","[374.5, 218.2]","[402.9, 196.3]","[359.6, 246.6]","[134.9, 239.5]","[110.4, 209.8]","[141.4, 267.3]","[437.8, 221.5]","[452.0, 253.1]","[390.0, 298.9]","[375.1, 213.7]","[397.1, 202.1]","[422.3, 306.0]","[427.4, 484.9]","[65.9, 244.1]","[54.9, 282.8]","[126.5, 319.0]","[136.2, 240.8]","[109.1, 226.6]","[94.3, 331.9]","[116.2, 483.6]"
/home/ajj/Documents/ODI/Data/Landmarking/AP/preop/set_001_0086_20251117_14.tif,0,"[459.7, 129.1]","[66.5, 140.8]","[316.4, 185.3]","[209.8, 184.0]","[349.3, 214.4]","[184.7, 222.1]","[215.6, 184.7]",,"[342.2, 288.0]","[191.8, 294.4]","[327.3, 309.3, 'FF', 18, 1, 2, 1, 0]","[211.1, 311.2, 'FF', 18, 1, 2, 1, 0]","[338.3, 359.6]","[200.8, 360.9]","[266.7, 283.4]","[393.2, 267.3]","[406.1, 235.0]","[374.5, 300.9]","[138.8, 269.2]","[111.7, 246.6]","[150.4, 297.0]","[453.9, 276.3]","[471.3, 319.6]","[397.7, 354.5]","[389.3, 270.5]","[412.6, 249.9]","[430.6, 360.3]","[419.0, 498.4]","[65.9, 280.2]","[56.2, 322.2]","[128.5, 359.0]","[138.8, 270.5]","[120.1, 247.3]","[89.7, 362.2]","[89.1, 497.2]"
/home/ajj/Documents/ODI/Data/Landmarking/AP/preop/set_001_0073_20251027_12.tif,0,,"[207.9, 82.0]",,"[333.2, 157.5]",,"[302.8, 180.1]",,,,"[310.6, 276.3]",,"[329.9, 302.8, 'FF', 18, 1, 2, 1, 0]",,"[305.4, 347.4]","[411.3, 305.4]",,,,"[269.2, 238.2]","[240.8, 220.8]","[282.1, 271.8]",,,,,,,,"[187.2, 247.3]","[178.8, 297.6]","[259.6, 333.2]","[268.6, 239.5]","[242.8, 226.0]","[224.0, 344.8]","[241.5, 504.3]"
/home/ajj/Documents/ODI/Data/Landmarking/AP/preop/set_001_0076.tif,0,"[451.3, 53.6]","[71.7, 43.9]","[319.0, 157.5]","[188.5, 158.8]","[344.8, 150.4]","[169.8, 152.4]",,,"[337.7, 235.7]","[173.7, 233.1]","[311.8, 261.5, 'FF', 18, 1, 2, 1, 0]","[197.6, 257.0, 'FF', 18, 1, 2, 1, 0]","[324.1, 315.7]","[185.9, 314.4]","[256.3, 233.7]","[391.9, 212.4]","[410.0, 171.1]","[371.9, 246.6]","[118.8, 208.5]","[102.0, 165.3]","[133.6, 246.0]","[472.6, 200.2]","[497.8, 251.8]","[414.5, 297.6]","[393.2, 209.2]","[419.7, 185.3]","[457.1, 309.9]","[459.1, 486.8]","[32.3, 193.7]","[7.1, 249.2]","[91.7, 296.4]","[118.2, 206.0]","[99.4, 178.8]","[52.9, 311.2]","[61.3, 484.9]"
/home/ajj/Documents/ODI/Data/Landmarking/AP/preop/set_001_0074_20251027_12.tif,0,"[473.3, 99.4]","[57.5, 82.6]","[326.7, 155.6]","[185.3, 151.1]","[358.3, 185.3]","[153.7, 175.6]",,,"[344.8, 277.6]","[162.7, 267.9]","[324.1, 304.1, 'FF', 18, 1, 2, 1, 0]","[183.4, 295.7, 'FF', 18, 1, 2, 1, 0]","[318.3, 342.8]","[188.5, 339.6]","[255.0, 299.6]","[383.5, 252.4]","[414.5, 231.1]","[379.0, 286.7]","[122.7, 235.0]","[92.3, 215.6]","[136.9, 265.4]","[453.2, 249.2]","[473.9, 295.7]","[395.1, 336.4]","[382.2, 253.1]","[408.1, 235.0]","[433.2, 348.7]","[433.2, 495.9]","[45.2, 238.2]","[29.1, 284.1]","[110.4, 322.8]","[122.0, 236.3]","[94.3, 220.2]","[74.2, 340.3]","[83.3, 495.2]"
/home/ajj/Documents/ODI/Data/Landmarking/AP/preop/set_001_0079_20251028_14.tif,0,"[458.4, 78.1]","[54.9, 82.6]","[319.6, 148.5]","[204.7, 143.3]","[353.8, 170.5]","[170.5, 170.5]",,,"[341.5, 254.4]","[179.5, 254.4]","[317.0, 279.6, 'FF', 18, 1, 2, 1, 0]","[202.1, 282.8, 'FF', 18, 1, 2, 1, 0]","[326.7, 319.6]","[196.9, 319.6]","[255.0, 258.3]","[388.0, 231.1]","[410.0, 196.9]","[370.0, 264.1]","[129.1, 226.6]","[106.5, 196.3]","[147.9, 262.1]","[472.0, 233.1]","[492.6, 278.9]","[419.7, 315.7]","[386.7, 232.4]","[410.0, 213.1]","[453.2, 324.8]","[450.7, 481.0]","[41.3, 229.2]","[22.6, 276.3]","[100.7, 309.9]","[127.8, 226.6]","[104.6, 206.0]","[66.5, 328.0]","[71.7, 493.9]"
/home/ajj/Documents/ODI/Data/Landmarking/AP/preop/set_001_0080_20251028_14.tif,0,,,,"[377.7, 67.8]",,"[337.0, 98.1]",,,,"[342.2, 184.0]","[476.5, 212.4, 'FF', 18, 1, 2, 1, 0]","[373.8, 209.8, 'FF', 18, 1, 2, 1, 0]",,"[360.3, 254.4]","[430.0, 181.4]",,,,"[296.4, 155.6]","[269.9, 125.3]","[311.2, 193.0]",,,,,,,,"[202.1, 158.8]","[185.9, 210.5]","[267.9, 247.3]","[295.1, 158.2]","[266.0, 140.1]","[232.4, 263.4]","[247.3, 490.0]"
/home/ajj/Documents/ODI/Data/Landmarking/AP/preop/set_001_0081_20251117_14.tif,0,,,"[161.4, 104.6]","[161.4, 104.6]","[176.9, 91.0]",,,,"[175.0, 158.4]",,"[142.0, 185.3, 'FF', 18, 1, 2, 1, 0]",,"[167.2, 267.3]",,"[62.0, 144.0]","[218.2, 149.1]","[246.6, 114.3]","[211.1, 186.6]",,,,"[298.3, 143.3]","[324.1, 201.4]","[235.0, 233.7]","[218.2, 148.5]","[249.9, 134.9]","[273.8, 240.8]","[255.7, 488.8]",,,,,,,
/home/ajj/Documents/ODI/Data/Landmarking/AP/preop/set_001_0082.tif,0,"[458.4, 133.0]","[45.2, 140.8]","[311.8, 173.7]","[178.2, 172.4]","[345.4, 191.8]","[149.1, 199.5]","[154.3, 225.3]",,"[333.3, 267.3]","[173.7, 282.1]","[314.4, 300.9, 'FF', 18, 1, 2, 1, 0]","[196.9, 306.0, 'FF', 18, 1, 2, 1, 0]","[318.3, 340.9]","[192.4, 342.8]","[258.9, 288.6]","[362.2, 256.3]","[397.1, 246.6]","[353.2, 283.4]","[134.9, 262.8]","[105.2, 243.4]",,"[411.9, 253.7]","[429.4, 297.0]","[357.7, 344.8]","[356.4, 256.3]","[380.3, 238.9]","[391.3, 351.2]","[397.7, 500.4]","[75.5, 257.6]","[53.6, 306.0]","[127.8, 342.8]","[135.6, 263.4]","[113.6, 245.3]","[94.9, 353.2]","[102.7, 497.8]"
/home/ajj/Documents/ODI/Data/Landmarking/AP/preop/set_001_0083.tif,0,"[333.8, 42.0]",,"[190.5, 92.3]",,"[222.7, 118.8]",,,,,,"[182.7, 230.5, 'FF', 18, 1, 2, 1, 0]","[60.2, 244.7, 'FF', 18, 1, 2, 1, 0]","[200.2, 280.9]",,"[96.8, 215.6]","[229.2, 186.6]","[271.8, 184.0]","[224.0, 222.1]",,,,"[293.1, 188.5]","[310.6, 236.3]","[232.4, 286.0]","[227.3, 184.7]","[254.4, 167.9]","[267.9, 293.1]","[259.6, 495.9]",,,,,,,
/home/ajj/Documents/ODI/Data/Landmarking/AP/preop/set_001_0086_20251028_14.tif,0,"[331.2, 81.4]",,"[210.5, 152.4]",,"[240.8, 160.1]",,,,"[231.8, 207.9]",,"[214.4, 231.1, 'FF', 18, 1, 2, 1, 0]","[94.9, 229.2, 'FF', 18, 1, 2, 1, 0]","[220.8, 286.7]",,"[153.7, 207.3]","[277.0, 197.6]","[297.0, 165.9]","[257.0, 231.1]",,,,"[348.7, 193.0]","[362.2, 237.0]","[286.0, 261.5]","[282.8, 193.0]","[302.2, 172.4]","[317.7, 278.3]","[288.6, 497.8]",,,,,,,
/home/ajj/Documents/ODI/Data/Landmarking/AP/preop/set_001_0066_20251117_14.tif,0,"[315.1, 74.2]",,"[167.9, 146.6]",,"[192.4, 152.4]",,,,"[175.0, 233.7]",,"[155.0, 255.0, 'FF', 18, 1, 2, 1, 0]",,"[163.3, 312.5]",,"[87.2, 218.2]","[222.1, 216.3]","[253.7, 187.9]","[206.6, 253.1]",,,,"[298.3, 215.0]","[313.1, 264.7]","[224.7, 309.3]","[220.2, 216.9]","[246.6, 198.9]","[267.3, 318.3]","[249.2, 493.3]",,,,,,,
/home/ajj/Documents/ODI/Data/Landmarking/AP/preop/set_001_0067.tif,0,,,"[335.7, 49.7]","[206.0, 47.1]","[355.8, 39.4]","[174.3, 58.1]",,,,,"[327.3, 130.4, 'FF', 18, 1, 2, 1, 0]","[206.0, 140.1, 'FF', 18, 1, 2, 1, 0]","[356.4, 193.0]","[185.3, 200.8]","[259.6, 113.0]","[384.8, 90.4]","[411.3, 60.0]","[384.2, 122.7]","[144.0, 104.6]","[118.8, 77.5]","[153.7, 138.2]","[452.6, 87.8]","[476.5, 131.7]","[402.9, 168.5]","[385.5, 92.3]","[410.6, 71.7]","[437.1, 179.5]","[431.3, 481.0]","[91.7, 105.9]","[71.0, 150.4]","[145.3, 184.7]","[148.5, 98.8]","[129.8, 80.1]","[107.8, 198.9]","[123.3, 482.3]"
/home/ajj/Documents/ODI/Data/Landmarking/AP/preop/set_001_0067_20251027_12.tif,0,"[432.6, 121.4]","[51.0, 138.8]","[305.4, 186.6]","[180.8, 196.3]","[339.6, 201.4]","[162.1, 210.5]",,,"[337.7, 282.1]","[185.3, 295.1]","[319.0, 303.5, 'FF', 18, 1, 2, 1, 0]","[202.7, 311.8, 'FF', 18, 1, 2, 1, 0]","[326.7, 346.7]","[194.3, 362.9]","[263.4, 291.2]","[377.7, 261.5]","[388.7, 233.7]","[360.9, 285.4]","[136.9, 280.2]","[118.8, 256.3]","[156.2, 308.0]","[438.4, 262.8]","[457.1, 304.7]","[389.3, 335.7]","[377.1, 263.4]","[393.2, 244.7]","[417.7, 346.7]","[416.4, 488.8]","[73.6, 282.1]","[54.9, 330.6]","[125.9, 360.9]","[136.9, 281.5]","[114.9, 266.7]","[94.3, 370.0]","[97.5, 491.3]"
/home/ajj/Documents/ODI/Data/Landmarking/AP/preop/set_001_0068_20251027_12.tif,0,,"[186.6, 87.8]",,"[317.0, 158.8]",,"[298.3, 175.0]",,,,"[323.5, 276.3]",,"[347.4, 297.0, 'FF', 18, 1, 2, 1, 0]",,"[326.7, 353.2]","[416.4, 277.6]",,,,"[275.0, 255.0]","[253.7, 226.6]","[286.7, 283.4]",,,,,,,,"[196.9, 264.1]","[185.9, 319.6]","[270.5, 343.5]","[271.8, 257.6]","[244.7, 238.2]","[237.6, 364.1]","[255.0, 501.7]"
/home/ajj/Documents/ODI/Data/Landmarking/AP/preop/set_001_0068_20251028_14.tif,0,"[435.2, 48.4]","[46.5, 72.3]","[304.1, 122.7]","[174.3, 129.1]","[339.0, 147.9]","[147.9, 163.3]",,,"[343.5, 216.9]","[161.4, 231.8]","[322.2, 240.8, 'FF', 18, 1, 2, 1, 0]","[187.2, 248.6, 'FF', 18, 1, 2, 1, 0]","[335.1, 292.5]","[180.8, 303.5]","[254.4, 228.6]","[384.8, 191.8]","[401.6, 156.2]","[368.7, 218.2]","[113.0, 204.0]","[80.1, 184.0]","[129.1, 232.4]","[448.1, 207.3]","[455.2, 251.8]","[374.5, 275.0]","[384.2, 193.0]","[410.6, 180.8]","[404.8, 289.3]","[357.0, 494.6]","[49.7, 226.6]","[44.5, 269.9]","[118.8, 291.2]","[110.4, 207.9]","[77.5, 195.0]","[82.0, 317.7]","[82.0, 492.6]"
/home/ajj/Documents/ODI/Data/Landmarking/AP/preop/set_001_0069_20251028_14.tif,0,,"[216.3, 53.6]",,"[328.0, 119.4]",,"[309.9, 146.6]",,,,"[322.8, 227.3]",,"[348.7, 245.3, 'FF', 18, 1, 2, 1, 0]",,"[326.1, 297.6]",,,,,"[278.3, 195.6]","[245.3, 175.6]","[286.7, 229.9]",,,,,,,,"[213.7, 210.5]","[206.0, 248.6]","[281.5, 283.4]","[273.1, 198.9]","[254.4, 180.1]","[240.8, 303.5]","[248.6, 495.9]"
/home/ajj/Documents/ODI/Data/Landmarking/AP/preop/set_001_0069_20251117_14.tif,0,"[427.4, 176.9]","[23.2, 191.8]","[287.3, 226.0]","[162.1, 226.6]","[324.8, 254.4]","[131.7, 266.0]",,,"[318.3, 329.9]","[147.2, 338.3]","[301.5, 354.5, 'FF', 18, 1, 2, 1, 0]","[168.5, 359.6, 'FF', 18, 1, 2, 1, 0]","[304.1, 396.4]","[166.6, 401.6]","[230.5, 339.0]","[364.1, 313.1]","[386.7, 286.7]","[350.6, 346.7]","[99.4, 325.4]","[76.2, 298.9]","[120.1, 351.9]","[423.5, 311.2]","[443.6, 359.0]","[378.4, 393.2]","[360.9, 314.4]","[380.3, 295.1]","[408.1, 403.5]","[406.8, 493.9]","[40.0, 328.6]","[19.4, 373.2]","[82.0, 410.0]","[101.4, 323.5]","[80.1, 309.9]","[55.5, 421.0]","[58.1, 501.0]"
/home/ajj/Documents/ODI/Data/Landmarking/AP/preop/set_001_0070.tif,0,"[464.9, 67.8]","[47.8, 73.0]","[319.6, 140.8]","[185.3, 144.6]","[348.0, 162.7]","[163.3, 164.6]",,,"[347.4, 245.3]","[173.7, 249.9]","[323.5, 273.1, 'FF', 18, 1, 2, 1, 0]","[202.1, 277.6, 'FF', 18, 1, 2, 1, 0]","[329.9, 326.7]","[201.4, 323.5]","[262.1, 251.2]","[398.4, 212.4]","[421.0, 176.9]","[377.7, 255.7]","[120.1, 225.3]","[97.5, 190.5]","[142.7, 262.8]","[477.8, 214.4]","[505.5, 275.7]","[417.1, 305.4]","[404.2, 213.7]","[432.6, 191.8]","[452.6, 319.6]","[436.5, 492.6]","[43.3, 221.5]","[12.9, 284.1]","[98.1, 317.7]","[117.5, 226.6]","[89.1, 204.0]","[67.8, 342.8]","[91.7, 487.5]"
/home/ajj/Documents/ODI/Data/Landmarking/AP/preop/set_001_0070_20251117_14.tif,0,"[261.5, 171.7]",,"[147.2, 227.3]",,"[169.2, 255.7]",,,,"[157.5, 331.2]",,"[137.5, 361.6, 'FF', 18, 1, 2, 1, 0]","[14.2, 369.3, 'FF', 18, 1, 2, 1, 0]","[146.6, 399.7]",,"[65.9, 342.2]","[198.9, 317.0]","[225.3, 290.5]","[190.5, 349.9]",,,,"[258.3, 320.9]","[277.6, 370.0]","[214.4, 400.3]","[196.3, 319.0]","[220.2, 300.2]","[240.8, 408.1]","[229.9, 500.4]",,,,,,,
/home/ajj/Documents/ODI/Data/Landmarking/AP/preop/set_001_0071.tif,0,"[461.6, 60.0]","[49.7, 66.5]","[319.0, 128.5]","[184.7, 131.1]","[346.7, 146.6]","[162.7, 151.1]",,,"[347.4, 233.1]","[176.3, 235.7]","[324.8, 258.9, 'FF', 18, 1, 2, 1, 0]","[201.4, 262.8, 'FF', 18, 1, 2, 1, 0]","[330.6, 310.6]","[196.9, 310.6]","[260.8, 237.0]","[400.3, 203.4]","[423.5, 160.8]","[377.7, 236.3]","[118.2, 213.7]","[93.8, 177.2]","[142.0, 251.8]","[479.1, 202.7]","[506.2, 263.4]","[417.7, 294.4]","[431.9, 178.2]","[408.1, 200.8]","[452.0, 313.8]","[435.2, 488.8]","[42.0, 209.8]","[11.0, 271.8]","[98.8, 302.2]","[115.6, 214.4]","[83.3, 189.8]","[65.2, 315.1]","[94.9, 488.1]"
/home/ajj/Documents/ODI/Data/Landmarking/AP/preop/set_001_0072.tif,0,"[413.2, 90.4]",,"[260.8, 162.1]","[119.4, 160.1]","[291.2, 183.4]","[95.6, 185.9]",,,,"[109.8, 277.0]","[263.4, 308.0, 'FF', 18, 1, 2, 1, 0]","[134.9, 310.6, 'FF', 18, 1, 2, 1, 0]","[266.0, 353.8]","[134.3, 352.5]","[199.5, 284.7]","[340.3, 242.8]","[368.0, 206.0]","[320.2, 281.5]","[47.8, 251.8]","[20.7, 212.4]","[73.0, 289.3]","[413.2, 239.5]","[450.0, 306.0]","[354.5, 337.0]","[349.9, 241.5]","[379.0, 220.2]","[392.6, 350.6]","[379.0, 492.6]",,,"[32.9, 342.8]","[45.2, 254.4]","[8.4, 233.1]","[3.2, 360.9]","[18.1, 502.3]"
/home/ajj/Documents/ODI/Data/Landmarking/AP/preop/set_001_0073.tif,0,,,"[157.5, 94.3]",,"[185.3, 113.6]",,,,"[182.7, 198.9]",,"[156.9, 226.0, 'FF', 18, 1, 2, 1, 0]",,"[161.4, 285.4]",,"[92.3, 200.2]","[227.3, 168.5]","[255.7, 131.7]","[212.4, 209.2]",,,,"[306.7, 169.8]","[341.5, 232.4]","[247.9, 260.8]","[240.8, 165.3]","[272.5, 145.9]","[288.0, 283.4]","[259.6, 492.0]",,,,,,,
/home/ajj/Documents/ODI/Data/Landmarking/AP/preop/set_001_0056_20251028_14.tif,0,"[280.2, 60.7]",,"[162.7, 155.6]",,"[190.5, 162.7]",,,,"[186.6, 257.6]",,"[171.1, 279.6, 'FF', 18, 1, 2, 1, 0]",,"[206.6, 328.0]",,"[76.2, 280.9]","[241.5, 213.7]","[245.3, 174.3]","[229.2, 256.3]",,,,"[305.4, 210.5]","[319.0, 255.7]","[240.8, 280.2]","[252.4, 205.3]","[278.3, 185.9]","[271.2, 293.8]","[239.5, 480.4]",,,,,,,
/home/ajj/Documents/ODI/Data/Landmarking/AP/preop/set_001_0057.tif,0,,"[185.3, 131.1]",,"[322.2, 153.7]",,"[304.1, 187.2]",,,,"[317.0, 260.2]",,"[340.3, 288.6, 'FF', 18, 1, 2, 1, 0]",,"[344.1, 335.1]","[406.1, 264.1]",,,,"[264.1, 237.6]","[248.6, 206.0]","[288.0, 262.8]",,,,,,,,"[196.9, 243.4]","[183.4, 286.7]","[258.3, 324.8]","[264.7, 238.2]","[244.7, 220.2]","[226.0, 339.6]","[237.0, 501.0]"
/home/ajj/Documents/ODI/Data/Landmarking/AP/preop/set_001_0057_20251117_14.tif,0,"[443.6, 65.2]","[29.1, 62.6]","[298.3, 168.5]","[165.3, 173.0]","[332.5, 167.2]","[140.1, 165.9]",,,"[323.5, 237.0]","[156.9, 239.5]","[300.9, 263.4, 'FF', 18, 1, 2, 1, 0]","[179.5, 266.0, 'FF', 18, 1, 2, 1, 0]","[305.4, 325.4]","[166.6, 335.1]","[244.1, 221.5]","[373.8, 215.0]","[396.4, 177.6]","[354.5, 247.3]","[111.7, 223.4]","[85.9, 186.6]","[124.0, 257.0]","[463.6, 215.6]","[475.8, 263.4]","[390.0, 298.3]","[376.4, 213.7]","[397.1, 185.3]","[433.9, 312.5]","[429.4, 499.1]","[20.7, 222.1]","[8.4, 271.2]","[94.9, 309.9]","[111.1, 223.4]","[83.3, 204.7]","[56.2, 328.0]","[73.6, 498.4]"
/home/ajj/Documents/ODI/Data/Landmarking/AP/preop/set_001_0059_20251117_14.tif,0,"[469.4, 67.8]","[52.3, 65.9]","[319.6, 175.6]","[187.2, 183.4]","[354.5, 176.9]","[162.1, 176.9]",,,,"[180.1, 236.3]","[324.1, 271.2, 'FF', 18, 1, 2, 1, 0]","[204.7, 267.3, 'FF', 18, 1, 2, 1, 0]","[329.9, 333.2]","[191.8, 342.2]","[270.5, 223.4]","[399.0, 221.5]","[420.3, 185.3]","[376.4, 255.0]","[134.3, 229.9]","[109.1, 193.7]","[143.3, 262.8]","[490.7, 225.3]","[501.7, 268.6]","[412.6, 307.3]","[400.9, 219.5]","[427.4, 198.2]","[456.5, 320.9]","[455.2, 490.7]","[41.3, 232.4]","[31.6, 279.6]","[118.8, 315.7]","[133.0, 229.2]","[109.1, 207.9]","[80.1, 340.9]","[94.9, 497.2]"
/home/ajj/Documents/ODI/Data/Landmarking/AP/preop/set_001_0060_20251117_14.tif,0,"[290.5, 57.5]",,"[162.1, 171.7]",,"[186.6, 166.6]",,,,"[173.7, 232.4]",,"[152.4, 269.9, 'FF', 18, 1, 2, 1, 0]",,"[164.6, 327.3]",,"[83.9, 223.4]","[225.3, 218.9]","[245.3, 182.1]","[205.3, 253.1]",,,,"[317.7, 216.3]","[327.3, 268.6]","[239.5, 300.9]","[226.0, 218.2]","[251.8, 193.7]","[280.2, 320.9]","[265.4, 495.2]",,,,,,,
/home/ajj/Documents/ODI/Data/Landmarking/AP/preop/set_001_0061_20251028_14.tif,0,,"[223.4, 78.1]",,"[374.5, 160.8]",,"[344.8, 165.3]",,,,"[342.8, 237.0]",,"[373.8, 264.1, 'FF', 18, 1, 2, 1, 0]",,"[357.0, 324.8]","[434.5, 224.0]",,,,"[290.5, 213.7]","[271.2, 175.6]","[304.1, 252.4]",,,,,,,,"[209.8, 220.8]","[192.4, 268.6]","[281.5, 304.7]","[288.0, 209.8]","[260.2, 188.5]","[240.2, 329.9]","[255.7, 499.7]"
